titulo,sinopse,direcao,ano,duracao,uf,link_filme,link_base,codigo,obs,fonte,cartaz,raspagem
Eu Eu Eu José Lewgoy,"""Por meio de trechos da vida de José Lewgoy (1920-2003), um dos mais importantes atores brasileiros, retratam-se as várias fases do cinema e da televisão do país. Original de uma pequena cidade do interior do Sul do Brasil - Alfredo Chaves, atual Veranópolis -, o ator teve uma rara trajetória internacional. Percorreu das chanchadas da Atlântida ao cinema francês dos anos 50, do Cinema Novo com Glauber Rocha e Fitzcarraldo (1982) de Werner Herzog às novelas da Rede Globo. "" (MSP/33)",Cláudio Kahns,2008,85,São Paulo,Trailer: https://www.youtube.com/watch?v=PQTKphvh_AE,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3634,3634,,Cinemateca Brasileira (http://cinemateca.gov.br),,29/08/2023 12:21:15
Eu sou homem,"Relata histórias de quatro homens transexuais que, ao nascerem tiveram suas identidades de gênero definida como feminina, mas que, ao longo de suas vidas, lutam pelo reconhecimento social de suas identidades masculinas. A produção é do Coletivo de Feministas Lésbicas e do grupo Minas de Cor.",Márcia Cabral,2008,22,São Paulo,http://www.youtube.com/watch?v=byORQGJUt-U,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1492,1492,,Programação Canal Arte 1,,29/08/2023 12:21:15
"Eu, o vinil e o resto do mundo","Maior campeonato de DJs da América Latina, o Hip Hop DJ, que existe desde 1997, mobiliza os sonhos de jovens de todos os cantos de São Paulo, ávidos para construir uma nova vida e uma carreira de sucesso através da música. Os locais onde muitos desses garotos, moradores dos bairros de periferia, exercitam seu estilo e sua arte, fundamentais para se diferenciarem e conquistarem seu público, são as baladas e festas. Exercendo as mais diversas profissões durante o dia para sobreviver, à noite e nos fins de semana eles comandam bailes em que misturam gêneros sem qualquer preconceito, do sertanejo ao pop, do funk à música para ioga. Todas as suas energias estão voltadas para o campeonato, que vai levar seu vencedor para uma disputa entre os melhores do mundo em Londres.",Karina Ades,2008,72,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1353,1353,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:21:16
Expedição Leão Baio,"O documentário acompanha a saga de uma equipe de filmagem e pesquisadores para encontrar oleão baio no Parque Nacional de São Joaquim, em Santa Catarina. O leão baio, ou puma, é um felino brasileiro de porte médio, atualmente em risco de extinção.",Marcia Paraiso,2008,29,Santa Catarin,http://vimeo.com/83763068 senha: leao321,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4164,4164,,rnanda Teodoro V,,29/08/2023 12:21:16
Faço de mim o que quero,Documentário sobre a vasta produção da chamada música brega em Pernambuco.,Petrônio Lorena,2008,18,Pernambuc,http://portacurtas.org.br/filme/?name=faco_de_mim_o_que_quer,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2179,2179,,Site Curta Doc (curtadoc.tv),,29/08/2023 12:21:16
Favela on blast,"O documentário Favela On Blast mostra a cultura em torno do funk carioca, ritmo musical que mescla o funk eletrônico americano da década de 80 com as diversas influências da música brasileira. O baile funk é provavelmente um dos movimentons musicais mais interessantes no mundo e certamente vem de um dos lugares mais violentos e pobres, as favelas do Rio. ",Leandro HBL,2008,77,Rio de Janeiro,https://www.youtube.com/watch?v=Os5zPmugBzw,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4739,4739,,Catálogo do Festival ForumDoc BH: http://www.forumdoc.org.br/2008/catalogo-2008.pdf,https://admin.documentariobrasileiro.com.br/app/resources/cartazes/4739.jpg,29/08/2023 12:21:17
Filmando Maña Bai,"Em 2007, o cineasta Zezinho Yube decide filmar a história de seu pai, o professor e codPesquisador Huni kui Joaquim Maná. O projeto resultou no vídeo Manã Bai, A história de meu pai, selecionado pelo programa Revelando Brasis Ano II. Filmando Manã Bai é uma reflexão de Zezinho sobre o filme, o processo de realização, suas dificuldades e escolhas como cineasta e a delicada relação com seu personagem.",Vincent Carelli,2008,18,Ac,http://lugardoreal.com/video/filmando-man-bai/,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2382,2382,,Site Vídeo nas Aldeias (videonasaldeias.org.br),,29/08/2023 12:21:17
Garapa,"A fome que, segundo dados da ONU, afeta em torno de 920 milhões de pessoas no mundo, aflige cerca de 11 milhões de brasileiros. Apesar de programas assistenciais do governo, diversas famílias vivem ainda o pesadelo diário da falta de proteínas, o que as leva a recorrer à garapa – uma prosaica mistura de água morna e açúcar – para enganar o estômago, especialmente o das crianças. É o caso de Robertina, mãe de 11 filhos, e Rosa, de três, que vivem em Choró, zona rural do Ceará, num ambiente em que se somam o desemprego, a ignorância, a falta de higiene, educação e esperança. Não é muito distinto o dilema de Lúcia, moradora da periferia de Fortaleza, suas três filhas, uma com desnutrição severa, e um marido alcoólatra e com problemas mentais.",José Padilha,2008,110,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1202,1202,,Catálogo do Festival Internacional de Documentários É Tudo Ver,https://admin.documentariobrasileiro.com.br/app/resources/cartazes/1202.jpg,29/08/2023 12:21:18
Gladys,"Ex-apresentadora de programas infantis, da televisão brasileira, relembra seu passado ao retornar aos estúdios da Tv Tupi, no Rio de Janeiro",Marina Fonte Pessanha,2008,19,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1595,1595,,Site Porta Curtas (portacurtas.org.br),,29/08/2023 12:21:18
História de Araçuaí ,"O vídeo resgata algumas histórias sobre a fundação da cidade de  Araçuaí, através do relato de seus moradores.",Associação Imagem Comunitária e Centro Cultural Luz da Lua,2008,14,Minas Gerai,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/287,287,,Site Forumdoc BH (forumdoc.org.br),,29/08/2023 12:21:18
Histórias Cruzadas,"O recente relançamento dos filmes de Joaquim Pedro de Andrade (1932-1988), cineasta que transitou entre documentários como “O Mestre dos Apicucos” (1959) – sobre Gilberto Freyre – e “Garrincha – Alegria do Povo” (1962) a ficções emblemáticas sobre a identidade nacional como “Macunaíma” (1969), vem permitindo a redescoberta de uma das figuras-chave do Cinema Novo. Inclusive por sua filha mais velha, Alice de Andrade, diretora deste filme que revisita também suas memórias familiares. Nesta investigação intimista, relê-se uma obra profundamente enraizada em episódios e personalidades essenciais da nação brasileira, que teve seu rumo modificado pelos embates com a ditadura militar.",Alice de Andrade,2008,53,"Rio de Janeiro, Franç",,http://documentariobrasileiro.com.br/catalogo/filme/codigo/93,93,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:21:19
Já me transformei em imagem,"Comentários sobre a história de um povo, feito pelos realizadores dos filmes e por seus personagens. Do tempo do contato, passando pelo cativeiro nos seringais, até o trabalho atual com o vídeo, os depoimentos dão sentido ao processo de dispersão, perda e reencontro vividos pelos Huni kui.",Zezinho Yube,2008,32,Ac,https://www.youtube.com/watch?v=AryjXHMlE5E,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2457,2457,,Site Vídeo nas Aldeias (videonasaldeias.org.br),,29/08/2023 12:21:19
Julieta é Bárbara,"Vídeo documentário sobre Julieta Bárbara, poeta e artística plástica que foi casada com Owald de Andrade e Mário Schemberg.",Lucila Meirelles,2008,,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2496,2496,,Lucila Meirelles (http://lucilameirelles.net/bibliografia/),,29/08/2023 12:21:19
Kantuta,O cotidiano do líder comunitário e cronista Jorge Meruvia e o trabalho da rádio clandestina Infinita FM servem de fio condutor para este documentário sobre a imigração boliviana em São Paulo.,Rodrigo Leite,2008,36,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4740,4740,,Catálogo do Festival ForumDoc BH 2008: http://www.forumdoc.org.br/2008/catalogo-2008.pdf,,29/08/2023 12:21:20
Katxa Nawá,"Joaquim MANÁ, professor e líder da aldeia Mucuripe no Acre, ganhou o prêmio Culturas INDÍGENAS ÂNGELO KRETÃ. Com o dinheiro, ele chamou mestres de cerimônia de outras aldeias para realizarem o Katxa Nawá, a festa da fertilidade do povo Huni Kuin, que nunca havia sido realizada em sua terra.",Zezinho Yube,2008,29,Ac,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2458,2458,,Site Vídeo nas Aldeias (videonasaldeias.org.br),,29/08/2023 12:21:20
LAMENTO PAULISTA,"São Paulo, segunda maior cidade da América Latina, para muitos, a locomotiva do Brasil. Terra de trabalho, dinheiro, pluralidade e desigualdade social. Sua gente joga capoeira, lamenta e conta aquela história que não está nos livros de escola. Sua gente expressa naquele que é um dos mais rebuscados gêneros da música popular brasileira: o choro. Pixinguinha, carioca e brasileiro, homenageia o Pagão em composição que leva esse nome. O paulista Laércio de Freitas interpreta a obra do imortal compositor em solo de piano e explica “o Pagão é o sem nome”. Na mesma época em que realizamos essa gravação, maio de 2006, após ataques do PCC a Policia Militar paulista mata em 8 dias mais de 400 suspeitos, anônimos e executados. Carlos Reichenbach, um dos grandes nomes do cinema brasileiro, reflete: “vivemos o ‘fim das utopias’, o que é a definição mais reacionária que surgiu nos últimos tempos”. Direção, Roteiro e Montagem: Pedro Dantas Imagens: Pedro Dantas com colaboração de Cristian Cancino, Fernando Marron, Marcelo Correia e Videofina OEAL (SESC Itaquera)Engenheiro de Som: Denis Soria ""Charrúa""Pesquisa e Elaboração de Trilha Sonora: Paulo Rafael da Silva e Vinícius Pereira Captação de Som: Denis Soria ""Charrúa"", Vinicius Pereira Trilha Sonora: Laércio de Freitas, Benedito do Pagode, Paulo Morcego. Bateria G.R.E.S. Unidos do Peruche, G.R.E.S.Camisa Verde e Branco, G.R.E.S.Nenê da Vila Matilde e Velha Guarda ContemporâneaProdução: Carolina Valdés e Pedro Dantas Fotografia Estática: Anderson Barbosanas Escolas de Samba (equipe PATENTE DE BAMBA):direção: PEDRO DANTASprodução: CAROLINA PIZAdir. de fotografia: CRISTIAN CANCINOimagens: PEDRO DUARTEsom direto: FABRÍCIO MARUXO e MARTÍN MIROLApoio de Produção: Maristela GrossiPesquisa de Imagens de Arquivo: Silvia Seles Imagens de Arquivo: TV Cultura e TV PUC-SPTradução ao Espanhol: Carolina Valdés Colaboração: Silvia Seles, Paulo Tavares, Jader GutierrezCoordenação Videoficina OEAL pelo SESC Itaquera: Lucy Mary Nobre Franco Oficina Ministrada por : Cristian Cancino, Pedro Dantas, Fabrício Maruxo e Henrique PallazoProjeto Videoficina OEAL: Crisntian CancinoDepoimentos: Carlos Reichenbach, Laércio de Freitas e Angela Almeida.Agradecimentos: IV Festival de Cinema e Vídeo de Santa Maria-RS, Loja de Instrumentos Contemporânea.Realização: Sussuarana Filmes com a Cooperativa Cultural Brasileira",Pedro Dantas,2008,23,São Paulo,https://vimeo.com/12954105,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4520,4520,"O Curta ""LAMENTO PAULISTA"", de Pedro Dantas, São Paulo, recebeu Menção honrosa na Mostra do Filme Livre 2009, Rio de Janeiro, na medida em que ""a cidade é reinventada à margem de uma metrópole robótica, que não tem tempo de se olhar no espelho. Um choro rasgando o asfalto. Um grito em silêncio e um batuque pra espantar os caretas."" (Gabriel Sanna).",Pedro da Silva Dantas N,https://admin.documentariobrasileiro.com.br/app/resources/cartazes/4520.jpg,29/08/2023 12:21:20
Mar de dentro,"Num cenário em que o tempo parece ter parado, velhos pescadores recordam aventuras e histórias de amor da época em que o mar determinava o ritmo de toda a sua vida.",Paschoal Samora,2008,14,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1866,1866,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:21:21
Meditação de carnaval,Uma reflexão sobre o carnaval de rua do Rio de Janeiro através do olhar de uma mulher que está voltando para o Brasil.,Ana Costa Ribeiro,2008,15,Rio de Janeiro,http://vimeo.com/70123019,http://documentariobrasileiro.com.br/catalogo/filme/codigo/146,146,,Site Cine Esquema Nova (cineesquemanovo.org),,29/08/2023 12:21:21
Menino Aranha,"A história de uma lenda urbana real que aconteceu em Recife, Pernambuco, no fim da década de 1990.",Mariana Lacerda,2008,13,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1587,1587,,4ª Mostra Cinema e Direitos Humanos na América do Sul,,29/08/2023 12:21:22
Mestres e Gambiarras,"O universo da improvisação e da gambiarra exercitado por 3 profissionais de diferentes áreas: um técnico do laboratório de biologia, um profeta e um neurocientista.",Cao Guimarães,2008,31,,Trailer (https://www.youtube.com/watch?v=AjdBZfofxrE),http://documentariobrasileiro.com.br/catalogo/filme/codigo/3627,3627,,Cao Guimarães (http://www.caoguimaraes.com/obra/mestres-da-gambiarra/),,29/08/2023 12:21:22
"Mokoi Tekoá Petei Jeguatá – Duas aldeias, uma caminhada","Sem matas para caçar e sem terras para plantar, os Mbya-Guarani dependem da venda do seu artesanato para sobreviver. Três jovens Guarani acompanham o dia-a-dia de duas comunidades unidas pela mesma história, do primeiro contato com os europeus até o intenso convívio com os brancos de hoje.",Ariel Ortega,2008,63,,http://www.youtube.com/watch?v=RHObX0JQ4Fc,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1181,1181,,Site Vídeo nas Aldeias (videonasaldeias.org.br),,29/08/2023 12:21:22
Muito além do chuveiro,"A febre do Karaokê: pessoas soltam os demônios na noite do Rio de Janeiro. Histórias de catarse, alegria e amizade.",Poliana Paiva,2008,18,Rio de Janeiro,http://portacurtas.org.br/filme/?name=muito_alem_do_chuveir,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1953,1953,,Site Porta Curtas (portacurtas.org.br),,29/08/2023 12:21:23
